State,District,Most AQI Reached,Current AQI,Major Source of Pollution
Bihar,Araria (Area 1),392,247,Crop Burning
Bihar,Araria (Area 2),392,387,Industrial Emissions
Bihar,Araria (Area 3),422,282,Domestic Fuel
Bihar,Araria (Area 4),305,278,Crop Burning
Bihar,Araria (Area 5),400,292,Vehicle
Bihar,Araria (Area 6),455,312,Construction Dust
Bihar,Arwal,374,220,Industrial Emissions
Bihar,Arwal (Area 1),475,453,Construction Dust
Bihar,Arwal (Area 2),489,440,Industrial Emissions
Bihar,Arwal (Area 3),373,186,Crop Burning
Bihar,Arwal (Area 4),370,164,Crop Burning
Bihar,Arwal (Area 5),437,417,Construction Dust
Bihar,Arwal (Area 6),441,223,Construction Dust
Bihar,Aurangabad,460,320,Vehicle
Bihar,Aurangabad (Area 1),315,174,Waste Burning
Bihar,Aurangabad (Area 2),489,266,Construction Dust
Bihar,Aurangabad (Area 3),404,215,Domestic Fuel
Bihar,Aurangabad (Area 4),408,213,Crop Burning
Bihar,Aurangabad (Area 5),498,448,Vehicle
Bihar,Aurangabad (Area 6),427,377,Industrial Emissions
Bihar,Banka,452,414,Construction Dust
Bihar,Banka (Area 1),411,399,Vehicle
Bihar,Banka (Area 2),488,255,Industrial Emissions
Bihar,Banka (Area 3),477,403,Industrial Emissions
Bihar,Banka (Area 4),299,279,Crop Burning
Bihar,Banka (Area 5),166,155,Waste Burning
Bihar,Banka (Area 6),373,360,Industrial Emissions
Bihar,Begusarai,336,229,Industrial Emissions
Bihar,Begusarai (Area 1),486,268,Waste Burning
Bihar,Begusarai (Area 2),302,299,Road Dust
Bihar,Begusarai (Area 3),459,224,Waste Burning
Bihar,Begusarai (Area 4),452,229,Construction Dust
Bihar,Begusarai (Area 5),260,168,Domestic Fuel
Bihar,Begusarai (Area 6),498,436,Vehicle
Bihar,Bhagalpur,343,254,Domestic Fuel
Bihar,Bhagalpur (Area 1),438,393,Construction Dust
Bihar,Bhagalpur (Area 2),427,287,Domestic Fuel
Bihar,Bhagalpur (Area 3),446,440,Vehicle
Bihar,Bhagalpur (Area 4),257,219,Waste Burning
Bihar,Bhagalpur (Area 5),459,390,Industrial Emissions
Bihar,Bhagalpur (Area 6),439,336,Domestic Fuel
Bihar,Bhojpur,277,192,Industrial Emissions
Bihar,Bhojpur (Area 1),433,421,Industrial Emissions
Bihar,Bhojpur (Area 2),462,448,Industrial Emissions
Bihar,Bhojpur (Area 3),430,349,Industrial Emissions
Bihar,Bhojpur (Area 4),289,180,Domestic Fuel
Bihar,Bhojpur (Area 5),393,341,Vehicle
Bihar,Bhojpur (Area 6),419,412,Construction Dust
Bihar,Buxar,318,258,Construction Dust
Bihar,Buxar (Area 1),389,171,Crop Burning
Bihar,Buxar (Area 2),434,396,Construction Dust
Bihar,Buxar (Area 3),499,248,Domestic Fuel
Bihar,Buxar (Area 4),352,251,Domestic Fuel
Bihar,Buxar (Area 5),326,160,Crop Burning
Bihar,Buxar (Area 6),386,153,Domestic Fuel
Bihar,Darbhanga,326,300,Vehicle
Bihar,Darbhanga (Area 1),494,391,Vehicle
Bihar,Darbhanga (Area 2),354,184,Crop Burning
Bihar,Darbhanga (Area 3),407,327,Vehicle
Bihar,Darbhanga (Area 4),295,217,Domestic Fuel
Bihar,Darbhanga (Area 5),351,151,Road Dust
Bihar,Darbhanga (Area 6),476,302,Road Dust
Bihar,East Champaran (Motihari),457,443,Industrial Emissions
Bihar,East Champaran (Motihari) (Area 1),483,462,Industrial Emissions
Bihar,East Champaran (Motihari) (Area 2),437,395,Vehicle
Bihar,East Champaran (Motihari) (Area 3),354,321,Industrial Emissions
Bihar,East Champaran (Motihari) (Area 4),498,152,Crop Burning
Bihar,East Champaran (Motihari) (Area 5),451,297,Waste Burning
Bihar,East Champaran (Motihari) (Area 6),493,306,Industrial Emissions
Bihar,Gaya,413,330,Industrial Emissions
Bihar,Gaya (Area 1),460,365,Vehicle
Bihar,Gaya (Area 2),370,281,Construction Dust
Bihar,Gaya (Area 3),245,176,Domestic Fuel
Bihar,Gaya (Area 4),206,194,Domestic Fuel
Bihar,Gaya (Area 5),426,387,Construction Dust
Bihar,Gaya (Area 6),405,224,Construction Dust
Bihar,Gopalganj,349,194,Waste Burning
Bihar,Gopalganj (Area 1),402,198,Vehicle
Bihar,Gopalganj (Area 2),395,281,Crop Burning
Bihar,Gopalganj (Area 3),400,302,Road Dust
Bihar,Gopalganj (Area 4),448,398,Construction Dust
Bihar,Gopalganj (Area 5),472,461,Construction Dust
Bihar,Gopalganj (Area 6),267,229,Domestic Fuel
Bihar,Jamui,318,192,Domestic Fuel
Bihar,Jamui (Area 1),448,436,Industrial Emissions
Bihar,Jamui (Area 2),166,159,Waste Burning
Bihar,Jamui (Area 3),477,370,Industrial Emissions
Bihar,Jamui (Area 4),464,288,Crop Burning
Bihar,Jamui (Area 5),229,182,Domestic Fuel
Bihar,Jamui (Area 6),476,385,Vehicle
Bihar,Jehanabad,463,404,Industrial Emissions
Bihar,Jehanabad (Area 1),388,371,Vehicle
Bihar,Jehanabad (Area 2),232,190,Crop Burning
Bihar,Jehanabad (Area 3),320,288,Industrial Emissions
Bihar,Jehanabad (Area 4),423,304,Road Dust
Bihar,Jehanabad (Area 5),465,454,Industrial Emissions
Bihar,Jehanabad (Area 6),483,463,Vehicle
Bihar,Kaimur (Bhabua),451,178,Construction Dust
Bihar,Kaimur (Bhabua) (Area 1),490,359,Construction Dust
Bihar,Kaimur (Bhabua) (Area 2),210,174,Construction Dust
Bihar,Kaimur (Bhabua) (Area 3),262,208,Road Dust
Bihar,Kaimur (Bhabua) (Area 4),486,229,Domestic Fuel
Bihar,Kaimur (Bhabua) (Area 5),326,163,Crop Burning
Bihar,Kaimur (Bhabua) (Area 6),498,475,Industrial Emissions
Bihar,Katihar,437,159,Construction Dust
Bihar,Katihar (Area 1),472,443,Industrial Emissions
Bihar,Katihar (Area 2),236,156,Vehicle
Bihar,Katihar (Area 3),221,216,Waste Burning
Bihar,Katihar (Area 4),267,208,Road Dust
Bihar,Katihar (Area 5),439,219,Waste Burning
Bihar,Katihar (Area 6),409,249,Crop Burning
Bihar,Khagaria,377,342,Vehicle
Bihar,Khagaria (Area 1),447,320,Waste Burning
Bihar,Khagaria (Area 2),318,289,Domestic Fuel
Bihar,Khagaria (Area 3),236,201,Industrial Emissions
Bihar,Khagaria (Area 4),295,176,Crop Burning
Bihar,Khagaria (Area 5),443,410,Construction Dust
Bihar,Khagaria (Area 6),466,439,Industrial Emissions
Bihar,Kishanganj,432,422,Vehicle
Bihar,Kishanganj (Area 1),500,446,Vehicle
Bihar,Kishanganj (Area 2),465,333,Domestic Fuel
Bihar,Kishanganj (Area 3),485,377,Industrial Emissions
Bihar,Kishanganj (Area 4),462,425,Vehicle
Bihar,Kishanganj (Area 5),396,169,Industrial Emissions
Bihar,Kishanganj (Area 6),416,404,Vehicle
Bihar,Lakhisarai,497,403,Construction Dust
Bihar,Lakhisarai (Area 1),467,244,Road Dust
Bihar,Lakhisarai (Area 2),469,316,Vehicle
Bihar,Lakhisarai (Area 3),460,243,Crop Burning
Bihar,Lakhisarai (Area 4),470,231,Construction Dust
Bihar,Lakhisarai (Area 5),474,207,Vehicle
Bihar,Lakhisarai (Area 6),498,404,Vehicle
Bihar,Madhepura,472,301,Crop Burning
Bihar,Madhepura (Area 1),486,465,Vehicle
Bihar,Madhepura (Area 2),485,343,Road Dust
Bihar,Madhepura (Area 3),486,178,Road Dust
Bihar,Madhepura (Area 4),387,339,Waste Burning
Bihar,Madhepura (Area 5),466,301,Industrial Emissions
Bihar,Madhepura (Area 6),378,354,Construction Dust
Bihar,Madhubani,359,352,Vehicle
Bihar,Madhubani (Area 1),462,333,Domestic Fuel
Bihar,Madhubani (Area 2),453,158,Waste Burning
Bihar,Madhubani (Area 3),499,440,Industrial Emissions
Bihar,Madhubani (Area 4),448,357,Vehicle
Bihar,Madhubani (Area 5),404,298,Industrial Emissions
Bihar,Madhubani (Area 6),353,281,Road Dust
Bihar,Munger (Monghyr),492,317,Industrial Emissions
Bihar,Munger (Monghyr) (Area 1),315,259,Domestic Fuel
Bihar,Munger (Monghyr) (Area 2),446,162,Industrial Emissions
Bihar,Munger (Monghyr) (Area 3),463,448,Industrial Emissions
Bihar,Munger (Monghyr) (Area 4),493,396,Construction Dust
Bihar,Munger (Monghyr) (Area 5),498,453,Industrial Emissions
Bihar,Munger (Monghyr) (Area 6),442,355,Construction Dust
Bihar,Muzaffarpur,424,389,Vehicle
Bihar,Muzaffarpur (Area 1),446,344,Domestic Fuel
Bihar,Muzaffarpur (Area 2),491,473,Vehicle
Bihar,Muzaffarpur (Area 3),329,247,Domestic Fuel
Bihar,Muzaffarpur (Area 4),288,156,Waste Burning
Bihar,Muzaffarpur (Area 5),486,415,Construction Dust
Bihar,Muzaffarpur (Area 6),380,185,Crop Burning
Bihar,Nalanda,406,173,Domestic Fuel
Bihar,Nalanda (Area 1),489,311,Vehicle
Bihar,Nalanda (Area 2),463,440,Industrial Emissions
Bihar,Nalanda (Area 3),475,472,Industrial Emissions
Bihar,Nalanda (Area 4),437,435,Construction Dust
Bihar,Nalanda (Area 5),331,174,Construction Dust
Bihar,Nalanda (Area 6),494,474,Industrial Emissions
Bihar,Nawada,455,446,Vehicle
Bihar,Nawada (Area 1),469,276,Industrial Emissions
Bihar,Nawada (Area 2),467,455,Construction Dust
Bihar,Nawada (Area 3),304,225,Industrial Emissions
Bihar,Nawada (Area 4),267,158,Construction Dust
Bihar,Nawada (Area 5),476,459,Construction Dust
Bihar,Nawada (Area 6),285,166,Road Dust
Bihar,Patna,386,354,Industrial Emissions
Bihar,Patna (Area 1),386,369,Construction Dust
Bihar,Patna (Area 2),484,383,Industrial Emissions
Bihar,Patna (Area 3),217,216,Industrial Emissions
Bihar,Patna (Area 4),222,203,Domestic Fuel
Bihar,Patna (Area 5),422,350,Construction Dust
Bihar,Patna (Area 6),488,310,Vehicle
Bihar,Purnia (Purnea),465,317,Vehicle
Bihar,Purnia (Purnea) (Area 1),498,478,Construction Dust
Bihar,Purnia (Purnea) (Area 2),448,332,Road Dust
Bihar,Purnia (Purnea) (Area 3),332,321,Construction Dust
Bihar,Purnia (Purnea) (Area 4),447,336,Construction Dust
Bihar,Purnia (Purnea) (Area 5),498,472,Industrial Emissions
Bihar,Purnia (Purnea) (Area 6),453,452,Industrial Emissions
Bihar,Rohtas,434,391,Industrial Emissions
Bihar,Rohtas (Area 1),294,269,Waste Burning
Bihar,Rohtas (Area 2),364,269,Industrial Emissions
Bihar,Rohtas (Area 3),457,449,Industrial Emissions
Bihar,Rohtas (Area 4),403,201,Crop Burning
Bihar,Rohtas (Area 5),416,200,Waste Burning
Bihar,Rohtas (Area 6),492,465,Industrial Emissions
Bihar,Saharsa,395,379,Industrial Emissions
Bihar,Saharsa (Area 1),387,274,Road Dust
Bihar,Saharsa (Area 2),455,433,Industrial Emissions
Bihar,Saharsa (Area 3),306,262,Crop Burning
Bihar,Saharsa (Area 4),435,428,Industrial Emissions
Bihar,Saharsa (Area 5),454,214,Industrial Emissions
Bihar,Saharsa (Area 6),246,189,Industrial Emissions
Bihar,Samastipur,409,350,Waste Burning
Bihar,Samastipur (Area 1),496,152,Vehicle
Bihar,Samastipur (Area 2),499,468,Vehicle
Bihar,Samastipur (Area 3),295,184,Crop Burning
Bihar,Samastipur (Area 4),496,199,Vehicle
Bihar,Samastipur (Area 5),472,419,Vehicle
Bihar,Samastipur (Area 6),443,254,Domestic Fuel
Bihar,Saran,428,420,Industrial Emissions
Bihar,Saran (Area 1),374,357,Construction Dust
Bihar,Saran (Area 2),386,384,Construction Dust
Bihar,Saran (Area 3),238,169,Waste Burning
Bihar,Saran (Area 4),310,200,Road Dust
Bihar,Saran (Area 5),493,377,Vehicle
Bihar,Saran (Area 6),416,328,Crop Burning
Bihar,Sheikhpura,396,363,Vehicle
Bihar,Sheikhpura (Area 1),386,245,Waste Burning
Bihar,Sheikhpura (Area 2),366,361,Vehicle
Bihar,Sheikhpura (Area 3),294,260,Industrial Emissions
Bihar,Sheikhpura (Area 4),493,478,Construction Dust
Bihar,Sheikhpura (Area 5),186,155,Waste Burning
Bihar,Sheikhpura (Area 6),402,289,Industrial Emissions
Bihar,Sheohar,404,382,Vehicle
Bihar,Sheohar (Area 1),498,405,Vehicle
Bihar,Sheohar (Area 2),159,152,Crop Burning
Bihar,Sheohar (Area 3),343,287,Domestic Fuel
Bihar,Sheohar (Area 4),463,375,Vehicle
Bihar,Sheohar (Area 5),419,263,Domestic Fuel
Bihar,Sheohar (Area 6),479,454,Industrial Emissions
Bihar,Sitamarhi,299,218,Domestic Fuel
Bihar,Sitamarhi (Area 1),297,277,Industrial Emissions
Bihar,Sitamarhi (Area 2),486,474,Industrial Emissions
Bihar,Sitamarhi (Area 3),470,470,Vehicle
Bihar,Sitamarhi (Area 4),294,239,Waste Burning
Bihar,Sitamarhi (Area 5),419,244,Road Dust
Bihar,Sitamarhi (Area 6),425,379,Industrial Emissions
Bihar,Siwan,488,228,Construction Dust
Bihar,Siwan (Area 1),477,321,Construction Dust
Bihar,Siwan (Area 2),402,318,Waste Burning
Bihar,Siwan (Area 3),457,420,Vehicle
Bihar,Siwan (Area 4),373,367,Construction Dust
Bihar,Siwan (Area 5),436,313,Waste Burning
Bihar,Siwan (Area 6),389,295,Road Dust
Bihar,Supaul,376,290,Vehicle
Bihar,Supaul (Area 1),491,476,Industrial Emissions
Bihar,Supaul (Area 2),495,423,Construction Dust
Bihar,Supaul (Area 3),414,303,Industrial Emissions
Bihar,Supaul (Area 4),490,462,Vehicle
Bihar,Supaul (Area 5),485,454,Industrial Emissions
Bihar,Supaul (Area 6),394,220,Domestic Fuel
Bihar,Vaishali,429,332,Construction Dust
Bihar,Vaishali (Area 1),467,441,Industrial Emissions
Bihar,Vaishali (Area 2),280,256,Crop Burning
Bihar,Vaishali (Area 3),345,338,Crop Burning
Bihar,Vaishali (Area 4),466,385,Vehicle
Bihar,Vaishali (Area 5),485,378,Industrial Emissions
Bihar,Vaishali (Area 6),445,413,Construction Dust
Bihar,West Champaran,483,446,Vehicle
Bihar,West Champaran (Area 1),490,369,Industrial Emissions
Bihar,West Champaran (Area 2),483,465,Construction Dust
Bihar,West Champaran (Area 3),235,219,Domestic Fuel
Bihar,West Champaran (Area 4),243,225,Industrial Emissions
Bihar,West Champaran (Area 5),465,403,Construction Dust
Bihar,West Champaran (Area 6),364,252,Construction Dust
Chandigarh (UT),Chandigarh,226,154,Crop Burning
Chandigarh (UT),Chandigarh (Area 1),123,60,Crop Burning
Chandigarh (UT),Chandigarh (Area 2),176,86,Crop Burning
Chandigarh (UT),Chandigarh (Area 3),289,189,Industrial Emissions
Chandigarh (UT),Chandigarh (Area 4),238,186,Waste Burning
Chandigarh (UT),Chandigarh (Area 5),281,128,Industrial Emissions
Chandigarh (UT),Chandigarh (Area 6),140,135,Vehicle
Chhattisgarh,Balod,312,177,Road Dust
Chhattisgarh,Balod (Area 1),275,169,Crop Burning
Chhattisgarh,Balod (Area 2),259,146,Road Dust
Chhattisgarh,Balod (Area 3),308,110,Vehicle
Chhattisgarh,Balod (Area 4),185,107,Vehicle
Chhattisgarh,Balod (Area 5),119,58,Road Dust
Chhattisgarh,Balod (Area 6),274,95,Industrial Emissions
Chhattisgarh,Baloda Bazar,89,32,Crop Burning
Chhattisgarh,Baloda Bazar (Area 1),267,173,Vehicle
Chhattisgarh,Baloda Bazar (Area 2),172,160,Road Dust
Chhattisgarh,Baloda Bazar (Area 3),252,115,Waste Burning
Chhattisgarh,Baloda Bazar (Area 4),235,183,Domestic Fuel
Chhattisgarh,Baloda Bazar (Area 5),314,111,Industrial Emissions
Chhattisgarh,Baloda Bazar (Area 6),263,161,Crop Burning
Chhattisgarh,Balrampur,244,140,Crop Burning
Chhattisgarh,Balrampur (Area 1),254,150,Vehicle
Chhattisgarh,Balrampur (Area 2),200,88,Road Dust
Chhattisgarh,Balrampur (Area 3),250,99,Road Dust
Chhattisgarh,Balrampur (Area 4),80,30,Domestic Fuel
Chhattisgarh,Balrampur (Area 5),91,46,Vehicle
Chhattisgarh,Balrampur (Area 6),281,109,Road Dust
Chhattisgarh,Bastar,247,94,Construction Dust
Chhattisgarh,Bastar (Area 1),291,60,Waste Burning
Chhattisgarh,Bastar (Area 2),225,166,Industrial Emissions
Chhattisgarh,Bastar (Area 3),113,107,Construction Dust
Chhattisgarh,Bastar (Area 4),180,174,Construction Dust
Chhattisgarh,Bastar (Area 5),258,159,Domestic Fuel
Chhattisgarh,Bastar (Area 6),56,43,Vehicle
Chhattisgarh,Bemetara,315,65,Vehicle
Chhattisgarh,Bemetara (Area 1),116,41,Construction Dust
Chhattisgarh,Bemetara (Area 2),174,168,Waste Burning
Chhattisgarh,Bemetara (Area 3),185,68,Industrial Emissions
Chhattisgarh,Bemetara (Area 4),247,35,Industrial Emissions
Chhattisgarh,Bemetara (Area 5),189,145,Waste Burning
Chhattisgarh,Bemetara (Area 6),287,82,Domestic Fuel
Chhattisgarh,Bijapur,206,115,Construction Dust
Chhattisgarh,Bijapur (Area 1),289,171,Vehicle
Chhattisgarh,Bijapur (Area 2),301,92,Construction Dust
Chhattisgarh,Bijapur (Area 3),279,188,Vehicle
Chhattisgarh,Bijapur (Area 4),193,127,Vehicle
Chhattisgarh,Bijapur (Area 5),67,58,Crop Burning
Chhattisgarh,Bijapur (Area 6),253,128,Domestic Fuel
Chhattisgarh,Bilaspur,254,167,Construction Dust
Chhattisgarh,Bilaspur (Area 1),209,155,Domestic Fuel
Chhattisgarh,Bilaspur (Area 2),233,177,Domestic Fuel
Chhattisgarh,Bilaspur (Area 3),237,174,Waste Burning
Chhattisgarh,Bilaspur (Area 4),308,144,Waste Burning
Chhattisgarh,Bilaspur (Area 5),304,97,Road Dust
Chhattisgarh,Bilaspur (Area 6),310,149,Waste Burning
Chhattisgarh,Dantewada (South Bastar),183,59,Crop Burning
Chhattisgarh,Dantewada (South Bastar) (Area 1),267,66,Crop Burning
Chhattisgarh,Dantewada (South Bastar) (Area 2),154,49,Vehicle
Chhattisgarh,Dantewada (South Bastar) (Area 3),249,166,Domestic Fuel
Chhattisgarh,Dantewada (South Bastar) (Area 4),292,114,Domestic Fuel
Chhattisgarh,Dantewada (South Bastar) (Area 5),302,78,Waste Burning
Chhattisgarh,Dantewada (South Bastar) (Area 6),187,122,Waste Burning
Chhattisgarh,Dhamtari,56,48,Vehicle
Chhattisgarh,Dhamtari (Area 1),144,100,Waste Burning
Chhattisgarh,Dhamtari (Area 2),290,164,Road Dust
Chhattisgarh,Dhamtari (Area 3),54,32,Domestic Fuel
Chhattisgarh,Dhamtari (Area 4),123,47,Vehicle
Chhattisgarh,Dhamtari (Area 5),159,158,Crop Burning
Chhattisgarh,Dhamtari (Area 6),200,121,Road Dust
Chhattisgarh,Durg,283,116,Road Dust
Chhattisgarh,Durg (Area 1),97,61,Domestic Fuel
Chhattisgarh,Durg (Area 2),212,178,Crop Burning
Chhattisgarh,Durg (Area 3),212,170,Crop Burning
Chhattisgarh,Durg (Area 4),224,151,Domestic Fuel
Chhattisgarh,Durg (Area 5),251,106,Vehicle
Chhattisgarh,Durg (Area 6),142,45,Industrial Emissions
Chhattisgarh,Gariyaband,204,156,Construction Dust
Chhattisgarh,Gariyaband (Area 1),72,41,Vehicle
Chhattisgarh,Gariyaband (Area 2),259,135,Waste Burning
Chhattisgarh,Gariyaband (Area 3),196,71,Industrial Emissions
Chhattisgarh,Gariyaband (Area 4),287,53,Industrial Emissions
Chhattisgarh,Gariyaband (Area 5),47,40,Road Dust
Chhattisgarh,Gariyaband (Area 6),259,74,Road Dust
Chhattisgarh,Janjgir-Champa,157,102,Domestic Fuel
Chhattisgarh,Janjgir-Champa (Area 1),183,143,Vehicle
Chhattisgarh,Janjgir-Champa (Area 2),148,119,Waste Burning
Chhattisgarh,Janjgir-Champa (Area 3),161,135,Construction Dust
Chhattisgarh,Janjgir-Champa (Area 4),125,92,Industrial Emissions
Chhattisgarh,Janjgir-Champa (Area 5),164,40,Construction Dust
Chhattisgarh,Janjgir-Champa (Area 6),226,128,Industrial Emissions
Chhattisgarh,Jashpur,57,55,Construction Dust
Chhattisgarh,Jashpur (Area 1),302,163,Waste Burning
Chhattisgarh,Jashpur (Area 2),221,121,Domestic Fuel
Chhattisgarh,Jashpur (Area 3),125,67,Crop Burning
Chhattisgarh,Jashpur (Area 4),319,61,Road Dust
Chhattisgarh,Jashpur (Area 5),268,74,Waste Burning
Chhattisgarh,Jashpur (Area 6),166,85,Industrial Emissions
Chhattisgarh,Kabirdham (Kawardha),278,110,Vehicle
Chhattisgarh,Kabirdham (Kawardha) (Area 1),258,153,Road Dust
Chhattisgarh,Kabirdham (Kawardha) (Area 2),273,182,Vehicle
Chhattisgarh,Kabirdham (Kawardha) (Area 3),294,129,Waste Burning
Chhattisgarh,Kabirdham (Kawardha) (Area 4),260,184,Road Dust
Chhattisgarh,Kabirdham (Kawardha) (Area 5),102,38,Industrial Emissions
Chhattisgarh,Kabirdham (Kawardha) (Area 6),312,126,Crop Burning
Chhattisgarh,Kanker (North Bastar),172,104,Road Dust
Chhattisgarh,Kanker (North Bastar) (Area 1),212,184,Crop Burning
Chhattisgarh,Kanker (North Bastar) (Area 2),46,43,Industrial Emissions
Chhattisgarh,Kanker (North Bastar) (Area 3),214,72,Road Dust
Chhattisgarh,Kanker (North Bastar) (Area 4),260,49,Waste Burning
Chhattisgarh,Kanker (North Bastar) (Area 5),186,141,Domestic Fuel
Chhattisgarh,Kanker (North Bastar) (Area 6),266,72,Vehicle
Chhattisgarh,Kondagaon,194,153,Construction Dust
Chhattisgarh,Kondagaon (Area 1),310,79,Industrial Emissions
Chhattisgarh,Kondagaon (Area 2),275,162,Waste Burning
Chhattisgarh,Kondagaon (Area 3),200,95,Construction Dust
Chhattisgarh,Kondagaon (Area 4),291,84,Waste Burning
Chhattisgarh,Kondagaon (Area 5),166,112,Construction Dust
Chhattisgarh,Kondagaon (Area 6),245,47,Waste Burning
Chhattisgarh,Korba,35,34,Industrial Emissions
Chhattisgarh,Korba (Area 1),279,144,Crop Burning
Chhattisgarh,Korba (Area 2),278,66,Crop Burning
Chhattisgarh,Korba (Area 3),239,90,Road Dust
Chhattisgarh,Korba (Area 4),174,86,Construction Dust
Chhattisgarh,Korba (Area 5),186,80,Crop Burning
Chhattisgarh,Korba (Area 6),251,142,Crop Burning
Chhattisgarh,Korea (Koriya),275,91,Industrial Emissions
Chhattisgarh,Korea (Koriya) (Area 1),257,183,Waste Burning
Chhattisgarh,Korea (Koriya) (Area 2),154,83,Waste Burning
Chhattisgarh,Korea (Koriya) (Area 3),182,43,Domestic Fuel
Chhattisgarh,Korea (Koriya) (Area 4),237,184,Road Dust
Chhattisgarh,Korea (Koriya) (Area 5),167,80,Industrial Emissions
Chhattisgarh,Korea (Koriya) (Area 6),89,45,Domestic Fuel
Chhattisgarh,Mahasamund,158,37,Industrial Emissions
Chhattisgarh,Mahasamund (Area 1),61,45,Domestic Fuel
Chhattisgarh,Mahasamund (Area 2),101,100,Construction Dust
Chhattisgarh,Mahasamund (Area 3),105,105,Domestic Fuel
Chhattisgarh,Mahasamund (Area 4),191,100,Crop Burning
Chhattisgarh,Mahasamund (Area 5),293,123,Domestic Fuel
Chhattisgarh,Mahasamund (Area 6),99,73,Waste Burning
Chhattisgarh,Mungeli,307,115,Road Dust
Chhattisgarh,Mungeli (Area 1),203,106,Industrial Emissions
Chhattisgarh,Mungeli (Area 2),122,87,Domestic Fuel
Chhattisgarh,Mungeli (Area 3),183,156,Industrial Emissions
Chhattisgarh,Mungeli (Area 4),127,101,Crop Burning
Chhattisgarh,Mungeli (Area 5),255,139,Waste Burning
Chhattisgarh,Mungeli (Area 6),133,42,Construction Dust
Chhattisgarh,Narayanpur,252,154,Construction Dust
Chhattisgarh,Narayanpur (Area 1),313,57,Industrial Emissions
Chhattisgarh,Narayanpur (Area 2),241,36,Crop Burning
Chhattisgarh,Narayanpur (Area 3),221,52,Construction Dust
Chhattisgarh,Narayanpur (Area 4),258,163,Industrial Emissions
Chhattisgarh,Narayanpur (Area 5),306,152,Waste Burning
Chhattisgarh,Narayanpur (Area 6),224,133,Waste Burning
Chhattisgarh,Raigarh,276,119,Waste Burning
Chhattisgarh,Raigarh (Area 1),303,116,Crop Burning
Chhattisgarh,Raigarh (Area 2),173,161,Vehicle
Chhattisgarh,Raigarh (Area 3),255,186,Crop Burning
Chhattisgarh,Raigarh (Area 4),221,167,Road Dust
Chhattisgarh,Raigarh (Area 5),176,65,Industrial Emissions
